,path,number_of_files
918,../../eu-car-dataset/images/bmw_730_2006,243
919,../../eu-car-dataset/images/opel_zafira-tourer_2017,263
920,../../eu-car-dataset/images/maserati_ghibli_2014,266
921,../../eu-car-dataset/images/volkswagen_touareg_2012,213
922,../../eu-car-dataset/images/lancia_musa_2012,244
923,../../eu-car-dataset/images/mazda_2_2006,260
924,../../eu-car-dataset/images/volkswagen_passat-variant_2003,213
925,../../eu-car-dataset/images/audi_a6_2009,200
926,../../eu-car-dataset/images/mercedes-benz_e-270_2004,324
927,../../eu-car-dataset/images/renault_espace_2013,220
928,../../eu-car-dataset/images/mercedes-benz_s-560_2018,249
929,../../eu-car-dataset/images/opel_zafira_2002,356
930,../../eu-car-dataset/images/volkswagen_golf-variant_2008,250
931,../../eu-car-dataset/images/alfa-romeo_mito_2012,239
932,../../eu-car-dataset/images/bmw_320_2013,327
933,../../eu-car-dataset/images/volkswagen_eos_2008,415
934,../../eu-car-dataset/images/volkswagen_golf_2004,326
935,../../eu-car-dataset/images/audi_sq7_2016,303
936,../../eu-car-dataset/images/opel_meriva_2008,209
937,../../eu-car-dataset/images/alfa-romeo_147_2003,232
938,../../eu-car-dataset/images/volkswagen_eos_2014,361
939,../../eu-car-dataset/images/mazda_3_2012,236
940,../../eu-car-dataset/images/hyundai_santa-fe_2013,248
941,../../eu-car-dataset/images/citroen_ds3_2016,233
942,../../eu-car-dataset/images/jaguar_xj_2018,270
943,../../eu-car-dataset/images/mercedes-benz_g-350_2013,238
944,../../eu-car-dataset/images/ds-automobiles_ds-3_2013,267
945,../../eu-car-dataset/images/bmw_550_2016,266
946,../../eu-car-dataset/images/opel_zafira-tourer_2014,298
947,../../eu-car-dataset/images/mercedes-benz_v-220_2014,227
948,../../eu-car-dataset/images/mini_one_2014,247
949,../../eu-car-dataset/images/dacia_duster_2012,361
950,../../eu-car-dataset/images/mitsubishi_outlander_2008,240
951,../../eu-car-dataset/images/mercedes-benz_200_2007,233
952,../../eu-car-dataset/images/mercedes-benz_ml-280_2008,216
953,../../eu-car-dataset/images/peugeot_2008_2013,413
954,../../eu-car-dataset/images/peugeot_406_2002,330
955,../../eu-car-dataset/images/ford_fiesta_2015,249
956,../../eu-car-dataset/images/jeep_grand-cherokee_2003,319
957,../../eu-car-dataset/images/hummer_h3_2006,179
958,../../eu-car-dataset/images/fiat_ducato_2004,363
959,../../eu-car-dataset/images/opel_vectra_2004,232
960,../../eu-car-dataset/images/kia_rio_2007,270
961,../../eu-car-dataset/images/nissan_primastar_2007,159
962,../../eu-car-dataset/images/hyundai_tucson_2009,250
963,../../eu-car-dataset/images/porsche_cayman_2010,240
964,../../eu-car-dataset/images/jeep_grand-cherokee_2004,202
965,../../eu-car-dataset/images/subaru_forester_2015,236
966,../../eu-car-dataset/images/land-rover_defender_2013,227
967,../../eu-car-dataset/images/mazda_cx-3_2016,285
968,../../eu-car-dataset/images/mercedes-benz_clk-270_2005,294
969,../../eu-car-dataset/images/mercedes-benz_a-160_2015,403
970,../../eu-car-dataset/images/citroen_c4-picasso_2010,324
971,../../eu-car-dataset/images/abarth_500c_2015,260
972,../../eu-car-dataset/images/iveco_daily_2005,212
973,../../eu-car-dataset/images/kia_sorento_2015,238
974,../../eu-car-dataset/images/volkswagen_amarok_2012,250
975,../../eu-car-dataset/images/volkswagen_new-beetle_2005,220
976,../../eu-car-dataset/images/dacia_duster_2011,410
977,../../eu-car-dataset/images/mini_one-d-clubman_2018,252
978,../../eu-car-dataset/images/audi_tt-rs_2017,260
979,../../eu-car-dataset/images/porsche_996_2002,272
980,../../eu-car-dataset/images/mini_cooper-d_2010,230
981,../../eu-car-dataset/images/bmw_i8_2015,216
982,../../eu-car-dataset/images/citroen_c2_2008,366
983,../../eu-car-dataset/images/ssangyong_rodius_2018,258
984,../../eu-car-dataset/images/audi_a6_2007,188
985,../../eu-car-dataset/images/mercedes-benz_b-170_2005,382
986,../../eu-car-dataset/images/daewoo_lanos_2001,142
987,../../eu-car-dataset/images/mercedes-benz_a-200_2016,236
988,../../eu-car-dataset/images/saab_9-3_2006,226
989,../../eu-car-dataset/images/audi_a4_2011,175
990,../../eu-car-dataset/images/dacia_lodgy_2012,228
991,../../eu-car-dataset/images/mini_cooper-s-countryman_2013,281
992,../../eu-car-dataset/images/ford_c-max_2005,203
993,../../eu-car-dataset/images/citroen_c4-aircross_2014,234
994,../../eu-car-dataset/images/renault_captur_2015,220
995,../../eu-car-dataset/images/peugeot_2008_2016,239
996,../../eu-car-dataset/images/ssangyong_kyron_2007,208
997,../../eu-car-dataset/images/ford_galaxy_2015,236
998,../../eu-car-dataset/images/volkswagen_t5_2015,234
999,../../eu-car-dataset/images/mercedes-benz_cls-220_2016,279
1000,../../eu-car-dataset/images/renault_megane_2014,202
1001,../../eu-car-dataset/images/audi_a7_2011,236
1002,../../eu-car-dataset/images/subaru_outback_2012,237
1003,../../eu-car-dataset/images/land-rover_discovery-sport_2016,241
1004,../../eu-car-dataset/images/bmw_x4_2015,324
1005,../../eu-car-dataset/images/mercedes-benz_c-220_2006,323
1006,../../eu-car-dataset/images/audi_rs6_2014,294
1007,../../eu-car-dataset/images/audi_rs_2017,241
1008,../../eu-car-dataset/images/abarth_grande-punto_2009,286
1009,../../eu-car-dataset/images/bmw_650_2014,293
1010,../../eu-car-dataset/images/nissan_micra_2002,285
1011,../../eu-car-dataset/images/mini_cooper-s_2002,366
1012,../../eu-car-dataset/images/ford_ranger_2014,230
1013,../../eu-car-dataset/images/jaguar_xf_2011,214
1014,../../eu-car-dataset/images/mercedes-benz_a-45-amg_2014,271
1015,../../eu-car-dataset/images/volkswagen_polo_2002,262
1016,../../eu-car-dataset/images/citroen_c-crosser_2011,158
1017,../../eu-car-dataset/images/mini_one-d-countryman_2014,329
1018,../../eu-car-dataset/images/volkswagen_t5_2012,231
1019,../../eu-car-dataset/images/nissan_primera_2003,218
1020,../../eu-car-dataset/images/dacia_lodgy_2015,232
1021,../../eu-car-dataset/images/mercedes-benz_gls-350_2017,297
1022,../../eu-car-dataset/images/bmw_x1_2012,231
1023,../../eu-car-dataset/images/mini_one-d_2011,353
1024,../../eu-car-dataset/images/ford_c-max_2010,225
1025,../../eu-car-dataset/images/alfa-romeo_gt_2007,331
1026,../../eu-car-dataset/images/mini_john-cooper-works_2013,239
1027,../../eu-car-dataset/images/chevrolet_spark_2014,206
1028,../../eu-car-dataset/images/seat_alhambra_2005,213
1029,../../eu-car-dataset/images/bmw_x3_2010,214
1030,../../eu-car-dataset/images/renault_talisman_2017,227
1031,../../eu-car-dataset/images/bmw_530_2016,214
1032,../../eu-car-dataset/images/mercedes-benz_vito_2012,236
1033,../../eu-car-dataset/images/fiat_idea_2011,311
1034,../../eu-car-dataset/images/suzuki_ignis_2018,228
1035,../../eu-car-dataset/images/mercedes-benz_c-270_2004,300
1036,../../eu-car-dataset/images/fiat_grande-punto_2009,201
1037,../../eu-car-dataset/images/volkswagen_phaeton_2010,249
1038,../../eu-car-dataset/images/lexus_is-300_2018,215
1039,../../eu-car-dataset/images/volkswagen_golf-plus_2012,226
1040,../../eu-car-dataset/images/peugeot_207_2008,212
1041,../../eu-car-dataset/images/opel_movano_2016,277
1042,../../eu-car-dataset/images/mercedes-benz_cls-350_2014,282
1043,../../eu-car-dataset/images/ferrari_california_2012,242
1044,../../eu-car-dataset/images/porsche_boxster_2008,231
1045,../../eu-car-dataset/images/saab_9-3_2008,264
1046,../../eu-car-dataset/images/skoda_superb_2010,217
1047,../../eu-car-dataset/images/porsche_cayman_2015,233
1048,../../eu-car-dataset/images/ford_fiesta_2014,412
1049,../../eu-car-dataset/images/volkswagen_golf-variant_2012,213
1050,../../eu-car-dataset/images/nissan_nv300_2017,275
1051,../../eu-car-dataset/images/nissan_qashqai_2013,257
1052,../../eu-car-dataset/images/smart_brabus_2011,148
1053,../../eu-car-dataset/images/nissan_pathfinder_2005,194
1054,../../eu-car-dataset/images/land-rover_range-rover_2018,300
1055,../../eu-car-dataset/images/mercedes-benz_cla-45-amg_2018,381
1056,../../eu-car-dataset/images/citroen_c5_2017,248
1057,../../eu-car-dataset/images/opel_meriva_2007,219
1058,../../eu-car-dataset/images/audi_q7_2016,289
1059,../../eu-car-dataset/images/mercedes-benz_g-350_2012,283
1060,../../eu-car-dataset/images/lancia_phedra_2008,127
1061,../../eu-car-dataset/images/jaguar_xf_2012,203
1062,../../eu-car-dataset/images/ford_transit-courier_2016,244
1063,../../eu-car-dataset/images/bmw_518_2014,418
1064,../../eu-car-dataset/images/hummer_h2_2007,151
1065,../../eu-car-dataset/images/hyundai_tucson_2006,229
1066,../../eu-car-dataset/images/bmw_520_2012,211
1067,../../eu-car-dataset/images/lancia_delta_2009,330
1068,../../eu-car-dataset/images/opel_insignia_2012,212
1069,../../eu-car-dataset/images/lexus_nx-300h_2015,263
1070,../../eu-car-dataset/images/mini_one-d_2010,396
1071,../../eu-car-dataset/images/audi_rs3_2015,215
1072,../../eu-car-dataset/images/jaguar_s-type_2007,430
1073,../../eu-car-dataset/images/alfa-romeo_156_2003,358
1074,../../eu-car-dataset/images/opel_combo_2008,223
1075,../../eu-car-dataset/images/bmw_528_2015,226
1076,../../eu-car-dataset/images/peugeot_307_2007,316
1077,../../eu-car-dataset/images/mercedes-benz_e-240_2003,238
1078,../../eu-car-dataset/images/mercedes-benz_cls-350_2008,242
1079,../../eu-car-dataset/images/bmw_750_2016,253
1080,../../eu-car-dataset/images/bmw_120_2012,409
1081,../../eu-car-dataset/images/mini_cooper-sd-countryman_2018,252
1082,../../eu-car-dataset/images/peugeot_807_2003,371
1083,../../eu-car-dataset/images/kia_picanto_2017,252
1084,../../eu-car-dataset/images/smart_fortwo_2009,212
1085,../../eu-car-dataset/images/nissan_note_2006,229
1086,../../eu-car-dataset/images/renault_espace_2016,443
1087,../../eu-car-dataset/images/ford_transit_2014,204
1088,../../eu-car-dataset/images/ferrari_ff_2013,208
1089,../../eu-car-dataset/images/fiat_ulysse_2007,166
1090,../../eu-car-dataset/images/mercedes-benz_180_2013,253
1091,../../eu-car-dataset/images/bmw_418_2016,204
1092,../../eu-car-dataset/images/maserati_ghibli_2018,257
1093,../../eu-car-dataset/images/mercedes-benz_b-180_2007,395
1094,../../eu-car-dataset/images/bmw_525_2014,223
1095,../../eu-car-dataset/images/peugeot_expert_2017,251
1096,../../eu-car-dataset/images/bmw_m5_2013,255
1097,../../eu-car-dataset/images/mercedes-benz_viano_2004,401
1098,../../eu-car-dataset/images/jaguar_xf_2015,251
1099,../../eu-car-dataset/images/volkswagen_passat_2010,201
1100,../../eu-car-dataset/images/maserati_quattroporte_2007,221
1101,../../eu-car-dataset/images/fiat_seicento_2001,261
1102,../../eu-car-dataset/images/volkswagen_t5_2013,393
1103,../../eu-car-dataset/images/lancia_voyager_2015,186
1104,../../eu-car-dataset/images/citroen_berlingo_2013,205
1105,../../eu-car-dataset/images/ford_mustang_2016,256
1106,../../eu-car-dataset/images/alfa-romeo_spider_2009,226
1107,../../eu-car-dataset/images/volkswagen_caddy_2001,171
1108,../../eu-car-dataset/images/audi_tt_2010,251
1109,../../eu-car-dataset/images/ford_focus_2010,234
1110,../../eu-car-dataset/images/ford_transit_2007,381
1111,../../eu-car-dataset/images/nissan_almera_2007,77
1112,../../eu-car-dataset/images/mini_cooper-s-cabrio_2008,231
1113,../../eu-car-dataset/images/bmw_640_2013,277
1114,../../eu-car-dataset/images/lancia_phedra_2009,189
1115,../../eu-car-dataset/images/lancia_y_2004,154
1116,../../eu-car-dataset/images/jaguar_xk_2007,272
1117,../../eu-car-dataset/images/volkswagen_jetta_2010,419
1118,../../eu-car-dataset/images/bmw_220_2014,225
1119,../../eu-car-dataset/images/lancia_delta_2010,213
1120,../../eu-car-dataset/images/peugeot_307_2009,59
1121,../../eu-car-dataset/images/mercedes-benz_ml-400_2003,200
1122,../../eu-car-dataset/images/bmw_230_2017,223
1123,../../eu-car-dataset/images/mercedes-benz_c-230_2007,222
1124,../../eu-car-dataset/images/mercedes-benz_gla-45-amg_2018,251
1125,../../eu-car-dataset/images/lexus_ct-200h_2016,225
1126,../../eu-car-dataset/images/mercedes-benz_e-250_2011,247
1127,../../eu-car-dataset/images/mercedes-benz_e-200_2012,225
1128,../../eu-car-dataset/images/bmw_316_2009,230
1129,../../eu-car-dataset/images/mercedes-benz_ml-250_2014,245
1130,../../eu-car-dataset/images/mini_cooper-roadster_2013,231
1131,../../eu-car-dataset/images/renault_kangoo_2005,228
1132,../../eu-car-dataset/images/infiniti_q50_2017,276
1133,../../eu-car-dataset/images/honda_cr-v_2008,242
1134,../../eu-car-dataset/images/citroen_c8_2012,239
1135,../../eu-car-dataset/images/fiat_tipo_2018,285
1136,../../eu-car-dataset/images/abarth_595_2016,233
1137,../../eu-car-dataset/images/chrysler_sebring_2004,155
1138,../../eu-car-dataset/images/land-rover_defender_2004,355
1139,../../eu-car-dataset/images/jeep_renegade_2014,232
1140,../../eu-car-dataset/images/mitsubishi_lancer_2018,181
1141,../../eu-car-dataset/images/mercedes-benz_sl-350_2003,253
1142,../../eu-car-dataset/images/ford_focus_2018,302
1143,../../eu-car-dataset/images/fiat_doblo_2018,400
1144,../../eu-car-dataset/images/mazda_mx-5_2006,420
1145,../../eu-car-dataset/images/ford_c-max_2006,251
1146,../../eu-car-dataset/images/lexus_lc-500_2018,276
1147,../../eu-car-dataset/images/mercedes-benz_gla-220_2014,251
1148,../../eu-car-dataset/images/lexus_rx-450h_2016,274
1149,../../eu-car-dataset/images/maserati_quattroporte_2006,271
1150,../../eu-car-dataset/images/mercedes-benz_g-350_2016,280
1151,../../eu-car-dataset/images/peugeot_106_2001,253
1152,../../eu-car-dataset/images/nissan_x-trail_2003,360
1153,../../eu-car-dataset/images/audi_q3_2018,288
1154,../../eu-car-dataset/images/volkswagen_polo_2016,219
1155,../../eu-car-dataset/images/hyundai_tucson_2018,402
1156,../../eu-car-dataset/images/volkswagen_golf-gti_2018,294
1157,../../eu-car-dataset/images/kia_soul_2017,262
1158,../../eu-car-dataset/images/jeep_compass_2008,254
1159,../../eu-car-dataset/images/mercedes-benz_200_2009,242
1160,../../eu-car-dataset/images/ford_courier_2018,183
1161,../../eu-car-dataset/images/citroen_c-crosser_2008,246
1162,../../eu-car-dataset/images/fiat_500c_2009,218
1163,../../eu-car-dataset/images/volkswagen_touareg_2004,319
1164,../../eu-car-dataset/images/abarth_595-competizione_2018,227
1165,../../eu-car-dataset/images/land-rover_defender_2001,227
1166,../../eu-car-dataset/images/opel_agila_2003,215
1167,../../eu-car-dataset/images/bmw_120_2010,415
1168,../../eu-car-dataset/images/mini_cooper-s-paceman_2014,194
1169,../../eu-car-dataset/images/lada_vesta_2018,272
1170,../../eu-car-dataset/images/chevrolet_kalos_2008,211
1171,../../eu-car-dataset/images/lancia_thesis_2003,201
1172,../../eu-car-dataset/images/mazda_2_2007,400
1173,../../eu-car-dataset/images/mercedes-benz_a-190_2002,204
1174,../../eu-car-dataset/images/honda_jazz_2014,267
1175,../../eu-car-dataset/images/opel_cascada_2015,273
1176,../../eu-car-dataset/images/mercedes-benz_sl-350_2009,219
1177,../../eu-car-dataset/images/chevrolet_orlando_2012,441
1178,../../eu-car-dataset/images/peugeot_208_2018,257
1179,../../eu-car-dataset/images/volkswagen_t-roc_2017,240
1180,../../eu-car-dataset/images/renault_grand-espace_2007,203
1181,../../eu-car-dataset/images/volkswagen_scirocco_2012,390
1182,../../eu-car-dataset/images/mercedes-benz_e-320_2009,247
1183,../../eu-car-dataset/images/mercedes-benz_e-43-amg_2018,267
1184,../../eu-car-dataset/images/volkswagen_touran_2003,359
1185,../../eu-car-dataset/images/smart_fortwo_2002,370
1186,../../eu-car-dataset/images/audi_tt-rs_2010,228
1187,../../eu-car-dataset/images/ford_kuga_2017,228
1188,../../eu-car-dataset/images/ford_galaxy_2005,362
1189,../../eu-car-dataset/images/seat_ibiza_2011,316
1190,../../eu-car-dataset/images/honda_jazz_2011,262
1191,../../eu-car-dataset/images/seat_ibiza_2005,246
1192,../../eu-car-dataset/images/skoda_superb_2014,258
1193,../../eu-car-dataset/images/mercedes-benz_sls_2012,268
1194,../../eu-car-dataset/images/mercedes-benz_clk-350_2007,224
1195,../../eu-car-dataset/images/opel_cascada_2016,245
1196,../../eu-car-dataset/images/jaguar_s-type_2005,216
1197,../../eu-car-dataset/images/volkswagen_golf_2006,408
1198,../../eu-car-dataset/images/mini_one-countryman_2018,277
1199,../../eu-car-dataset/images/maserati_quattroporte_2009,302
1200,../../eu-car-dataset/images/kia_sportage_2009,268
1201,../../eu-car-dataset/images/mini_cooper-countryman_2014,270
1202,../../eu-car-dataset/images/volkswagen_touareg_2017,243
1203,../../eu-car-dataset/images/ferrari_california_2014,264
1204,../../eu-car-dataset/images/mercedes-benz_gle-450_2016,257
1205,../../eu-car-dataset/images/mitsubishi_outlander_2012,274
1206,../../eu-car-dataset/images/subaru_xv_2018,256
1207,../../eu-car-dataset/images/skoda_citigo_2013,262
1208,../../eu-car-dataset/images/renault_scenic_2015,230
1209,../../eu-car-dataset/images/honda_cr-v_2001,167
1210,../../eu-car-dataset/images/renault_kangoo_2009,202
1211,../../eu-car-dataset/images/kia_venga_2011,282
1212,../../eu-car-dataset/images/opel_vivaro_2016,267
1213,../../eu-car-dataset/images/alfa-romeo_mito_2013,220
1214,../../eu-car-dataset/images/ford_tourneo-custom_2014,234
1215,../../eu-car-dataset/images/mini_cooper-d-countryman_2017,287
1216,../../eu-car-dataset/images/nissan_almera-tino_2006,171
1217,../../eu-car-dataset/images/mercedes-benz_e-350_2014,237
1218,../../eu-car-dataset/images/porsche_cayenne_2008,235
1219,../../eu-car-dataset/images/mercedes-benz_vito_2005,211
1220,../../eu-car-dataset/images/mercedes-benz_a-220_2015,256
1221,../../eu-car-dataset/images/mini_one-countryman_2016,130
1222,../../eu-car-dataset/images/audi_s4_2004,231
1223,../../eu-car-dataset/images/volkswagen_polo_2010,250
1224,../../eu-car-dataset/images/alfa-romeo_giulia_2017,236
1225,../../eu-car-dataset/images/bmw_740_2009,252
1226,../../eu-car-dataset/images/citroen_c3_2013,224
1227,../../eu-car-dataset/images/jeep_cherokee_2018,201
1228,../../eu-car-dataset/images/mercedes-benz_slc-250_2018,80
1229,../../eu-car-dataset/images/subaru_impreza_2012,216
1230,../../eu-car-dataset/images/skoda_octavia_2005,240
1231,../../eu-car-dataset/images/subaru_xv_2014,213
1232,../../eu-car-dataset/images/mini_cooper-d-clubman_2014,199
1233,../../eu-car-dataset/images/smart_forfour_2006,215
1234,../../eu-car-dataset/images/nissan_qashqai_2010,218
1235,../../eu-car-dataset/images/fiat_ducato_2001,208
1236,../../eu-car-dataset/images/peugeot_207_2014,230
1237,../../eu-car-dataset/images/mazda_mx-5_2002,375
1238,../../eu-car-dataset/images/peugeot_807_2013,199
1239,../../eu-car-dataset/images/hyundai_i30_2008,217
1240,../../eu-car-dataset/images/nissan_murano_2008,271
1241,../../eu-car-dataset/images/kia_rio_2002,189
1242,../../eu-car-dataset/images/volkswagen_t5_2010,229
1243,../../eu-car-dataset/images/renault_twingo_2007,402
1244,../../eu-car-dataset/images/citroen_c4-picasso_2015,276
1245,../../eu-car-dataset/images/nissan_note_2013,246
1246,../../eu-car-dataset/images/volkswagen_transporter_2007,346
1247,../../eu-car-dataset/images/nissan_x-trail_2018,223
1248,../../eu-car-dataset/images/mercedes-benz_c-250_2012,354
1249,../../eu-car-dataset/images/citroen_c4-aircross_2016,232
1250,../../eu-car-dataset/images/mercedes-benz_c-250_2013,235
1251,../../eu-car-dataset/images/bmw_520_2018,396
1252,../../eu-car-dataset/images/lancia_ypsilon_2012,221
1253,../../eu-car-dataset/images/kia_pro_ceed_2011,216
1254,../../eu-car-dataset/images/volkswagen_golf-gti_2002,218
1255,../../eu-car-dataset/images/ford_transit-connect_2009,367
1256,../../eu-car-dataset/images/citroen_c3_2007,363
1257,../../eu-car-dataset/images/alfa-romeo_147_2005,320
1258,../../eu-car-dataset/images/mercedes-benz_a-250_2014,380
1259,../../eu-car-dataset/images/mini_cooper-sd_2014,228
1260,../../eu-car-dataset/images/kia_pro_ceed_2015,250
1261,../../eu-car-dataset/images/citroen_c4-picasso_2013,231
1262,../../eu-car-dataset/images/saab_9-3_2003,225
1263,../../eu-car-dataset/images/mercedes-benz_c-280_2009,122
1264,../../eu-car-dataset/images/bmw_320_2007,346
1265,../../eu-car-dataset/images/volkswagen_t5-kombi_2006,181
1266,../../eu-car-dataset/images/fiat_ulysse_2009,228
1267,../../eu-car-dataset/images/nissan_almera_2002,293
1268,../../eu-car-dataset/images/ford_mustang_2007,212
1269,../../eu-car-dataset/images/suzuki_ignis_2002,202
1270,../../eu-car-dataset/images/fiat_multipla_2011,23
1271,../../eu-car-dataset/images/alfa-romeo_spider_2010,243
1272,../../eu-car-dataset/images/nissan_micra_2011,270
1273,../../eu-car-dataset/images/bmw_218_2014,387
1274,../../eu-car-dataset/images/mercedes-benz_r-320_2008,394
1275,../../eu-car-dataset/images/volkswagen_bora_2002,215
1276,../../eu-car-dataset/images/lexus_is-220d_2007,233
1277,../../eu-car-dataset/images/bmw_120_2014,479
1278,../../eu-car-dataset/images/opel_cascada_2018,448
1279,../../eu-car-dataset/images/hyundai_veloster_2013,395
1280,../../eu-car-dataset/images/citroen_jumpy_2017,259
1281,../../eu-car-dataset/images/opel_meriva_2017,261
1282,../../eu-car-dataset/images/mazda_cx-5_2018,220
1283,../../eu-car-dataset/images/skoda_octavia_2010,217
1284,../../eu-car-dataset/images/suzuki_wagon-r+_2005,290
1285,../../eu-car-dataset/images/renault_trafic_2012,348
1286,../../eu-car-dataset/images/jaguar_xf_2008,242
1287,../../eu-car-dataset/images/mercedes-benz_a-160_2008,204
1288,../../eu-car-dataset/images/peugeot_expert_2015,421
1289,../../eu-car-dataset/images/mercedes-benz_b-250_2016,249
1290,../../eu-car-dataset/images/ford_f-150_2015,226
1291,../../eu-car-dataset/images/peugeot_107_2010,336
1292,../../eu-car-dataset/images/lancia_delta_2008,209
1293,../../eu-car-dataset/images/bmw_135_2016,210
1294,../../eu-car-dataset/images/nissan_x-trail_2017,264
1295,../../eu-car-dataset/images/fiat_doblo_2012,208
1296,../../eu-car-dataset/images/mercedes-benz_slk-250_2015,211
1297,../../eu-car-dataset/images/mitsubishi_lancer_2006,399
1298,../../eu-car-dataset/images/mini_one-d-clubman_2016,214
1299,../../eu-car-dataset/images/audi_sq5_2018,283
1300,../../eu-car-dataset/images/kia_rio_2018,252
1301,../../eu-car-dataset/images/hyundai_i10_2016,209
1302,../../eu-car-dataset/images/renault_megane_2005,404
1303,../../eu-car-dataset/images/nissan_nv200_2018,226
1304,../../eu-car-dataset/images/mercedes-benz_clk-220_2008,189
1305,../../eu-car-dataset/images/jaguar_xj_2009,198
1306,../../eu-car-dataset/images/bmw_730_2015,214
1307,../../eu-car-dataset/images/volkswagen_others_2013,280
1308,../../eu-car-dataset/images/renault_laguna_2010,408
1309,../../eu-car-dataset/images/bmw_120_2016,207
1310,../../eu-car-dataset/images/mercedes-benz_c-350_2014,97
1311,../../eu-car-dataset/images/subaru_justy_2009,201
1312,../../eu-car-dataset/images/bmw_125_2014,407
1313,../../eu-car-dataset/images/hyundai_ix20_2011,235
1314,../../eu-car-dataset/images/ford_mondeo_2002,415
1315,../../eu-car-dataset/images/nissan_navara_2014,230
1316,../../eu-car-dataset/images/ligier_js_2016,203
1317,../../eu-car-dataset/images/peugeot_206_2001,253
1318,../../eu-car-dataset/images/porsche_991_2018,201
1319,../../eu-car-dataset/images/porsche_997_2013,59
1320,../../eu-car-dataset/images/peugeot_208_2014,400
1321,../../eu-car-dataset/images/citroen_c4_2018,441
1322,../../eu-car-dataset/images/lexus_rx-450h_2011,204
1323,../../eu-car-dataset/images/nissan_navara_2006,325
1324,../../eu-car-dataset/images/mercedes-benz_sprinter_2009,224
1325,../../eu-car-dataset/images/volkswagen_t5-caravelle_2011,220
1326,../../eu-car-dataset/images/skoda_superb_2005,261
1327,../../eu-car-dataset/images/mercedes-benz_b-180_2018,228
1328,../../eu-car-dataset/images/ferrari_488_2018,462
1329,../../eu-car-dataset/images/chrysler_crossfire_2004,187
1330,../../eu-car-dataset/images/toyota_prius_2009,444
1331,../../eu-car-dataset/images/subaru_impreza_2004,368
1332,../../eu-car-dataset/images/porsche_911_2006,226
1333,../../eu-car-dataset/images/ford_fiesta_2008,428
1334,../../eu-car-dataset/images/jeep_commander_2007,288
1335,../../eu-car-dataset/images/renault_master_2018,228
1336,../../eu-car-dataset/images/land-rover_range-rover-sport_2012,229
1337,../../eu-car-dataset/images/renault_espace_2018,282
1338,../../eu-car-dataset/images/mini_one_2003,205
1339,../../eu-car-dataset/images/mercedes-benz_vito_2001,219
1340,../../eu-car-dataset/images/volkswagen_lupo_2002,354
1341,../../eu-car-dataset/images/bmw_525_2003,214
1342,../../eu-car-dataset/images/dacia_logan_2016,241
1343,../../eu-car-dataset/images/dodge_nitro_2009,233
1344,../../eu-car-dataset/images/mercedes-benz_glk-320_2010,82
1345,../../eu-car-dataset/images/volkswagen_caddy_2011,242
1346,../../eu-car-dataset/images/volkswagen_jetta_2012,217
1347,../../eu-car-dataset/images/seat_cordoba_2004,216
1348,../../eu-car-dataset/images/audi_rs5_2010,265
1349,../../eu-car-dataset/images/peugeot_expert_2014,250
1350,../../eu-car-dataset/images/bmw_335_2008,231
1351,../../eu-car-dataset/images/volkswagen_eos_2006,242
1352,../../eu-car-dataset/images/chevrolet_nubira_2008,233
1353,../../eu-car-dataset/images/jaguar_xj_2010,218
1354,../../eu-car-dataset/images/fiat_doblo_2017,242
1355,../../eu-car-dataset/images/citroen_jumper_2018,425
1356,../../eu-car-dataset/images/renault_scenic_2014,384
1357,../../eu-car-dataset/images/mercedes-benz_c-200_2007,257
1358,../../eu-car-dataset/images/audi_rs4_2013,239
1359,../../eu-car-dataset/images/volkswagen_transporter_2009,224
1360,../../eu-car-dataset/images/bmw_x1_2013,212
1361,../../eu-car-dataset/images/infiniti_q50_2015,247
1362,../../eu-car-dataset/images/fiat_fiorino_2015,333
1363,../../eu-car-dataset/images/opel_zafira_2016,231
1364,../../eu-car-dataset/images/volkswagen_others_2014,270
1365,../../eu-car-dataset/images/citroen_c3-aircross_2017,299
1366,../../eu-car-dataset/images/nissan_pathfinder_2008,235
1367,../../eu-car-dataset/images/suzuki_swift_2001,95
1368,../../eu-car-dataset/images/mercedes-benz_a-140_2001,340
1369,../../eu-car-dataset/images/suzuki_wagon-r+_2002,258
1370,../../eu-car-dataset/images/bmw_x3_2016,258
1371,../../eu-car-dataset/images/volkswagen_t6-california_2018,259
1372,../../eu-car-dataset/images/peugeot_partner_2001,199
1373,../../eu-car-dataset/images/ferrari_f430_2005,248
1374,../../eu-car-dataset/images/peugeot_107_2011,439
1375,../../eu-car-dataset/images/mercedes-benz_e-200_2009,209
1376,../../eu-car-dataset/images/bmw_m5_2016,254
1377,../../eu-car-dataset/images/volkswagen_t6-caravelle_2016,237
1378,../../eu-car-dataset/images/opel_omega_2004,89
1379,../../eu-car-dataset/images/mercedes-benz_a-160_2004,222
1380,../../eu-car-dataset/images/opel_tigra_2009,231
1381,../../eu-car-dataset/images/bmw_z8_2002,194
1382,../../eu-car-dataset/images/peugeot_607_2008,215
1383,../../eu-car-dataset/images/caravans-wohnm_others_2017,238
1384,../../eu-car-dataset/images/bmw_520_2004,365
1385,../../eu-car-dataset/images/jaguar_xj_2013,270
1386,../../eu-car-dataset/images/audi_q7_2018,214
1387,../../eu-car-dataset/images/volkswagen_passat-variant_2004,392
1388,../../eu-car-dataset/images/jeep_compass_2012,238
1389,../../eu-car-dataset/images/mercedes-benz_gle-350_2015,264
